Parc de voitures par vignette Crit'air et énergie au 01/01/2020;;;;;;;;;;;;;;;;
Région : Normandie;;;;;;;;;;;;;;;;
Source : SDES, RSVERO;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;Crit'Air 1;;;Crit'Air 2;;Crit'Air 3;;"Crit'Air
4";"Crit'Air
5";Electriques;Non classés;;;Total
;;;Essence;Gaz;"Hybride
rechargeable";Diesel;Essence;Diesel;Essence;Diesel;Diesel;"Electrique
et
Hydrogène";"Autres
énergies";Diesel;Essence;
;27540;Sainte-Geneviève-lès-Gasny;66;2;0;129;25;78;46;42;16;1;0;9;13;427
;27541;Le Mesnil-Saint-Jean;18;0;0;27;1;25;10;19;6;0;0;2;11;119
;27542;Saint-Georges-du-Vièvre;79;3;0;154;26;98;51;72;18;3;0;9;15;530
;27543;Saint-Georges-Motel;91;2;1;171;39;100;42;52;15;1;0;8;9;531
;27544;Saint-Germain-de-Fresney;19;3;0;39;6;25;8;17;6;0;0;2;2;127
;27545;Saint-Germain-de-Pasquier;18;0;1;35;11;14;11;4;5;1;0;1;2;104
;27546;Saint-Germain-des-Angles;11;0;0;39;8;28;10;9;4;3;0;2;8;122
;27547;Saint-Germain-la-Campagne;76;0;0;132;24;102;45;59;29;0;0;16;24;507
;27548;Saint-Germain-sur-Avre;130;3;2;260;46;155;58;73;17;3;1;14;29;790
;27550;Saint-Grégoire-du-Vièvre;36;1;0;70;6;42;14;22;7;2;0;3;4;207
;27552;Saint-Jean-du-Thenney;15;1;0;40;5;23;9;18;8;0;0;9;8;136
;27553;Saint-Julien-de-la-Liègue;47;1;0;95;19;47;27;31;5;0;0;5;9;287
;27554;La Chapelle-Longueville;728;9;4;866;166;373;221;194;60;25;2;44;104;2797
;27555;Saint-Laurent-des-Bois;19;0;2;42;8;25;22;21;5;0;0;6;11;162
;27556;Saint-Laurent-du-Tencement;8;0;0;12;1;6;3;5;3;0;0;1;0;40
;27557;Saint-Léger-de-Rôtes;54;0;0;77;16;44;16;44;10;1;0;4;13;279
;27558;Saint-Léger-du-Gennetey;14;0;0;41;4;28;9;14;1;0;0;0;4;115
;27560;Saint-Luc;42;0;0;52;11;40;14;16;6;0;0;4;2;189
;27561;Saint-Maclou;68;0;1;138;22;66;37;33;16;3;0;7;12;404
;27562;Saint-Marcel;718;10;3;875;225;419;300;262;67;10;0;42;93;3025
;27563;Saint-Mards-de-Blacarville;99;1;0;172;34;83;58;57;16;1;0;14;18;553
;27564;Saint-Mards-de-Fresne;29;0;0;71;9;40;14;35;6;0;0;5;5;213
;27565;Le Lesme;54;2;0;94;11;76;33;52;23;0;0;14;13;372
;27567;Sainte-Marie-de-Vatimesnil;28;0;0;42;9;35;15;31;9;0;0;4;8;181
;27568;Sainte-Marthe;52;1;0;91;15;56;22;33;8;2;0;2;13;296
;27569;Saint-Martin-du-Tilleul;32;0;0;58;5;33;12;18;12;0;0;6;0;176
;27570;Saint-Martin-la-Campagne;11;0;0;21;4;15;4;5;0;0;0;0;5;65
;27571;Saint-Martin-Saint-Firmin;26;1;0;51;11;46;16;27;4;1;0;4;8;194
;27572;Saint-Meslin-du-Bosc;18;1;0;63;6;33;19;17;4;1;0;1;2;164
;27576;Sainte-Opportune-du-Bosc;47;2;0;155;13;66;35;39;14;5;0;8;16;401
;27577;Sainte-Opportune-la-Mare;52;0;0;98;15;51;27;23;10;0;0;6;11;293
;27578;Sainte-Marie-d'Attez;57;0;0;103;12;69;27;41;11;1;0;10;7;338
;27579;Saint-Ouen-de-Pontcheuil;8;1;0;26;4;10;8;5;2;0;0;2;3;69
;27580;Saint-Ouen-de-Thouberville;253;0;2;543;110;322;116;158;43;3;1;17;38;1606
;27582;Saint-Ouen-du-Tilleul;215;7;0;336;54;231;107;98;23;2;0;15;40;1128
;27584;Saint-Paul-de-Fourques;30;2;2;57;13;37;13;27;8;0;0;1;7;198
;27586;Saint-Philbert-sur-Boissey;15;0;0;37;5;20;7;17;7;0;0;1;1;111
;27587;Saint-Philbert-sur-Risle;67;0;0;132;34;84;40;68;26;4;0;20;15;490
;27589;Saint-Pierre-de-Bailleul;145;1;1;161;39;112;66;66;18;0;0;12;29;650
;27590;Saint-Pierre-de-Cernières;16;1;0;46;7;33;15;17;5;1;0;3;6;151
;27591;Saint-Pierre-de-Cormeilles;76;0;2;131;21;63;33;39;13;0;0;11;24;414
;27592;Saint-Pierre-de-Salerne;19;0;1;56;6;34;11;21;4;1;0;3;6;163
;27593;Saint-Pierre-des-Fleurs;211;6;1;332;51;189;93;97;15;4;1;12;18;1030
;27594;Saint-Pierre-des-Ifs;18;0;0;44;5;38;12;35;11;1;0;16;8;188
;27595;Saint-Pierre-du-Bosguérard;87;0;1;209;43;117;41;63;17;3;0;4;13;599
;27597;Saint-Pierre-du-Val;63;3;1;97;20;53;32;49;13;1;0;12;9;354
;27598;Saint-Pierre-du-Vauvray;162;1;2;242;65;151;75;84;26;1;0;7;25;840
;27599;Saint-Pierre-la-Garenne;101;1;1;150;31;124;57;70;19;0;0;16;28;598
;27601;Saint-Samson-de-la-Roque;44;3;1;88;13;53;22;28;11;0;0;8;11;281
;27602;Saint-Sébastien-de-Morsent;738;17;2;838;219;522;336;251;64;9;0;20;85;3103
;27603;Saint-Siméon;30;1;0;62;8;38;19;13;6;1;0;3;7;188
;27604;Saint-Sulpice-de-Grimbouville;24;1;0;43;4;17;9;10;4;1;0;0;2;115
;27605;Saint-Sylvestre-de-Cormeilles;20;2;0;53;4;22;17;14;4;0;0;6;3;145
;27606;Saint-Symphorien;36;0;1;98;13;68;26;30;11;0;0;7;17;308
;27608;Saint-Victor-de-Chrétienville;53;0;0;91;10;57;20;39;12;1;0;8;14;305
;27609;Saint-Victor-d'Épine;21;0;1;67;7;34;15;18;11;0;0;3;7;185
;27610;Saint-Victor-sur-Avre;4;0;0;18;2;5;8;5;4;1;0;0;1;48
;27611;Saint-Vigor;39;0;0;66;16;32;19;23;6;0;0;0;3;204
;27612;Saint-Vincent-des-Bois;47;0;0;76;14;35;20;24;6;1;1;7;16;247
;27613;Saint-Vincent-du-Boulay;34;1;0;77;8;56;12;25;5;0;1;5;6;229
;27614;Sancourt;16;1;0;25;4;29;11;14;1;0;0;4;4;109
;27615;Sassey;32;1;0;48;7;24;9;10;5;0;0;1;4;140
;27616;La Saussaye;271;2;2;420;89;241;111;100;31;5;1;12;62;1349
;27617;Saussay-la-Campagne;38;2;3;98;5;66;28;41;16;1;0;7;17;321
;27618;Sébécourt;38;0;0;78;10;62;20;41;8;0;1;8;9;276
;27620;Selles;45;0;1;93;11;44;11;34;7;0;0;10;12;270
;27622;Serquigny;211;4;3;299;56;227;120;132;43;2;0;18;44;1160
;27623;Surtauville;60;0;0;96;19;65;14;26;12;1;0;3;10;306
;27624;Surville;140;1;2;218;47;102;38;45;9;1;0;10;25;639
;27625;Suzay;28;0;0;47;13;30;18;38;7;0;0;6;5;192
;27627;Le Theil-Nolent;21;1;0;50;7;24;11;21;6;0;0;6;5;152
;27629;Thiberville;200;6;1;315;69;250;117;121;40;1;2;20;41;1183
;27630;Thibouville;25;0;0;79;14;42;18;26;8;0;2;3;10;229
;27631;Thierville;34;0;0;62;8;49;20;27;8;0;0;6;5;220
;27632;Le Thil;42;0;0;95;17;64;16;61;12;0;0;6;5;320
;27633;Les Thilliers-en-Vexin;30;1;1;97;9;70;27;49;15;2;0;5;15;320
;27635;Le Thuit;12;0;0;33;7;16;7;14;3;0;0;1;2;96
;27638;Le Thuit de l'Oison;447;5;1;804;138;451;203;218;59;13;1;34;81;2455
;27640;Tilleul-Dame-Agnès;22;1;0;45;1;20;9;15;5;0;0;3;2;123
;27641;Le Tilleul-Lambert;13;1;0;48;9;29;10;23;3;0;0;1;3;141
;27643;Tillières-sur-Avre;99;6;2;196;31;133;68;83;20;5;0;19;18;680
;27644;Tilly;75;0;0;94;21;58;30;46;14;1;0;5;4;349
;27645;Tocqueville;10;2;0;37;6;24;8;9;0;1;0;0;4;101
;27646;Le Torpt;35;0;0;122;16;63;15;26;11;3;0;5;10;306
;27649;Touffreville;31;0;0;62;12;39;14;29;7;1;0;5;12;213
;27650;Tournedos-Bois-Hubert;38;1;0;85;13;72;21;34;8;2;0;4;7;285
;27652;Tourneville;54;3;0;72;28;42;16;19;2;1;0;1;6;244
;27654;Tourville-la-Campagne;107;3;0;260;45;142;62;63;25;7;0;9;25;747
;27655;Tourville-sur-Pont-Audemer;79;3;0;133;34;98;42;39;12;0;0;9;14;464
;27656;Toutainville;168;1;0;225;43;163;74;93;32;5;0;17;40;861
;27658;Le Tremblay-Omonville;23;0;0;95;9;52;18;23;8;0;1;13;8;251
;27659;La Trinité;21;1;0;29;1;7;6;15;1;0;0;2;4;88
;27660;La Trinité-de-Réville;26;0;0;51;8;29;14;23;8;0;0;3;7;168
;27661;La Trinité-de-Thouberville;58;2;1;108;22;58;25;32;12;2;0;3;12;336
;27662;Triqueville;40;1;0;74;11;46;12;22;9;0;0;5;8;229
;27663;Le Troncq;19;2;0;38;4;19;8;7;3;0;0;1;1;102
;27664;Le Tronquay;43;1;1;102;20;61;26;48;22;0;0;18;11;354
;27665;Trouville-la-Haule;70;5;1;173;12;96;30;47;16;0;0;14;18;482
;27666;La Vacherie;74;0;1;129;24;74;24;32;16;4;1;9;20;409
;27667;Valailles;48;1;0;68;11;41;26;29;6;0;0;5;8;244
;27668;Le Val-David;98;0;0;145;40;79;43;46;10;2;0;4;14;482
;27669;Valletot;36;1;0;92;8;54;18;19;7;0;1;5;6;247
;27670;Vandrimare;95;2;0;181;39;119;62;71;24;1;1;14;26;635
;27671;Vannecrocq;16;1;0;32;2;27;15;16;3;0;0;2;3;118
;27672;Vascoeuil;41;1;0;49;7;47;24;17;9;2;0;9;6;212
;27673;Vatteville;17;1;0;44;4;30;9;15;5;1;0;3;3;133
;27674;Vaux-sur-Eure;42;0;0;50;7;26;20;17;3;2;1;2;11;181
;27676;Les Trois Lacs;209;2;2;351;65;202;102;113;34;4;1;26;54;1166
;27677;Venon;35;2;0;109;18;62;19;32;7;1;0;5;20;311
;27678;Les Ventes;153;4;0;199;39;146;58;66;17;3;1;15;37;739
;27679;Verneuil d'Avre et d'Iton;784;18;10;1087;257;796;461;511;158;10;1;113;146;4352
;27680;Verneusses;8;1;0;36;4;25;13;19;8;0;0;3;7;124
;27681;Vernon;2560;43;17;2796;877;2196;1300;1340;353;35;2;196;409;12125
;27682;Vesly;61;1;1;172;19;85;26;45;9;0;0;4;19;444
;27683;Vézillon;28;0;0;33;7;33;15;13;4;2;0;2;12;150
;27684;Le Vieil-Évreux;107;1;3;221;28;114;45;37;8;2;0;14;11;591
;27685;La Vieille-Lyre;57;1;1;115;17;83;37;54;16;0;0;11;24;416
;27686;Vieux-Port;10;0;0;10;0;2;1;4;1;0;0;0;1;30
;27689;Villegats;41;1;1;86;10;39;19;22;5;0;0;6;13;243
;27690;Villers-en-Vexin;26;1;0;57;4;49;13;33;9;0;0;3;6;202
;27691;Villers-sur-le-Roule;115;2;2;174;33;88;37;47;19;2;0;12;27;558
;27692;Villettes;17;0;0;33;8;29;8;14;9;0;0;3;5;127
;27693;Sylvains-Lès-Moulins;131;5;1;304;51;163;53;91;27;5;2;19;26;878
;27694;Villez-sous-Bailleul;42;0;2;47;13;34;25;24;9;0;0;5;10;211
;27695;Villez-sur-le-Neubourg;27;0;0;76;6;44;13;15;3;3;0;4;10;200
;27696;Villiers-en-Désoeuvre;110;4;1;165;30;114;56;53;11;3;0;10;20;577
;27697;Vironvay;45;0;0;87;12;39;21;20;6;1;0;3;8;242
;27698;Vitot;68;0;0;114;23;72;28;29;10;0;1;2;16;364
;27699;Voiscreville;3;0;0;30;3;21;5;14;2;1;0;1;3;84
;27700;Vraiville;55;0;0;147;26;87;38;45;15;6;0;6;15;440
;27701;Val-de-Reuil;741;19;7;1499;237;1101;492;779;179;10;0;62;104;5231
;ND;ND;130;2;1;238;30;113;40;58;19;2;1;5;15;653
;Total département;;64559;1094;400;108012;21013;66834;32336;38648;11310;1166;137;6207;12689;364403
Manche;50002;Agneaux;679;11;4;1238;215;500;255;234;63;20;0;32;98;3350
;50003;Agon-Coutainville;450;10;3;611;148;336;196;161;61;11;0;31;109;2129
;50004;Airel;42;1;0;85;11;76;20;53;17;1;0;12;11;328
;50006;Amigny;4;1;0;41;5;15;4;14;7;0;0;1;2;95
;50008;Anctoville-sur-Boscq;59;3;0;84;15;59;34;48;19;1;0;7;17;347
;50013;Anneville-en-Saire;42;0;0;89;12;54;21;25;11;0;0;7;17;279
;50015;Annoville;49;2;0;110;21;79;29;44;15;1;0;9;15;375
;50016;Appeville;11;0;0;33;4;20;9;16;8;0;0;3;4;109
;50019;Aucey-la-Plaine;28;2;1;76;12;45;24;41;14;0;0;4;8;256
;50021;Audouville-la-Hubert;10;0;0;16;1;8;3;6;3;0;0;1;3;52
;50022;Aumeville-Lestre;10;0;0;19;6;15;4;12;9;0;0;1;4;80
;50023;Auvers;45;0;0;142;10;86;25;59;23;2;0;7;12;411
;50024;Auxais;9;0;0;30;2;21;5;16;5;0;0;3;4;96
;50025;Avranches;1240;24;5;1767;392;1011;629;610;159;27;0;103;217;6185
;50026;Azeville;3;0;0;14;1;13;1;8;4;0;0;1;7;53
;50027;Bacilly;70;3;1;193;25;129;59;61;20;1;0;20;26;608
;50028;La Baleine;2;0;0;13;4;19;4;8;5;0;0;6;7;68
;50029;Barenton;53;4;0;186;27;156;59;128;54;1;0;39;39;745
;50030;Barfleur;61;0;0;87;29;50;28;45;11;0;0;6;9;326
;50031;Barneville-Carteret;361;2;4;511;104;279;183;159;49;6;0;30;96;1783
;50032;La Barre-de-Semilly;121;0;2;256;34;132;54;61;9;5;1;10;30;716
;50033;Baubigny;14;0;0;26;8;18;10;17;3;0;0;5;1;102
;50034;Baudre;80;2;0;89;19;80;35;27;14;2;0;4;15;368
;50036;Baupte;25;2;0;84;21;47;17;31;16;0;0;9;9;262
;50038;Beauchamps;31;3;0;76;9;58;24;38;18;1;0;5;14;278
;50039;Beaucoudray;4;1;0;22;1;14;7;17;1;0;0;3;5;77
;50040;Beauficel;11;0;0;23;4;21;4;18;8;0;0;4;7;100
;50041;La Hague;1406;33;11;2368;472;1513;688;898;271;53;1;113;224;8051
;50044;Belval;23;0;0;58;6;51;15;28;12;0;0;7;11;210
;50045;Benoîtville;50;2;0;162;21;85;45;59;15;3;0;4;15;462
;50046;Bérigny;30;0;0;98;7;56;18;35;13;1;0;2;14;274
;50048;Beslon;28;0;0;104;13;70;23;51;20;1;0;11;16;337
;50049;Besneville;39;5;0;104;8;85;33;44;27;2;0;16;19;383
;50050;Beuvrigny;7;0;0;22;1;21;1;12;0;0;0;1;3;68
;50052;Beuzeville-la-Bastille;11;0;0;26;4;20;10;10;4;1;0;1;5;93
;50054;Biéville;7;0;0;36;1;28;3;17;10;0;0;4;2;108
;50055;Biniville;5;0;0;17;2;19;4;16;5;0;0;2;0;70
;50058;Blainville-sur-Mer;191;2;2;341;56;202;93;110;34;8;0;26;39;1104
;50059;Blosville;22;1;0;66;3;38;10;25;13;2;0;7;9;196
;50060;La Bloutière;23;0;0;108;12;103;25;55;21;0;0;8;7;363
;50062;Boisyvon;5;0;0;9;2;14;5;13;8;0;0;3;0;60
;50064;La Bonneville;5;0;0;25;4;27;10;18;7;2;0;4;3;106
;50066;Jullouville;1218;14;5;1545;384;838;552;458;140;20;4;96;231;5504
;50069;Bourguenolles;21;0;0;74;8;49;13;31;17;0;0;9;10;233
;50070;Boutteville;3;0;0;12;0;18;7;0;0;0;1;0;1;42
;50072;Brainville;11;0;0;40;2;27;10;14;8;1;0;7;9;130
;50074;Brécey;170;1;0;408;51;278;116;193;55;4;0;43;66;1386
;50076;Bréhal;472;20;3;710;146;385;218;249;75;8;1;40;99;2428
;50077;Bretteville;163;3;3;212;57;136;64;85;16;3;0;13;25;779
;50078;Bretteville-sur-Ay;25;1;1;96;11;58;16;30;16;3;0;14;18;289
;50079;Breuville;30;0;0;83;10;55;19;48;15;2;0;6;10;279
;50081;Bréville-sur-Mer;121;4;2;172;40;100;54;62;19;3;1;10;27;616
;50082;Bricquebec-en-Cotentin;505;8;2;1157;167;778;299;483;142;34;3;90;164;3831
;50083;Bricquebosq;43;2;1;97;16;88;25;41;20;2;0;5;8;348
;50084;Bricqueville-la-Blouette;58;2;0;97;22;73;28;44;9;2;0;3;21;359
;50085;Bricqueville-sur-Mer;123;2;2;256;55;174;93;94;34;3;0;20;28;883
;50086;Brillevast;29;0;0;55;10;41;14;34;19;0;0;9;5;217
;50087;Brix;198;3;4;493;66;269;115;182;75;8;0;29;70;1511
;50088;Brouains;10;1;0;23;6;23;3;16;8;0;0;4;1;95
;50090;Buais-Les-Monts;34;2;0;116;21;81;34;72;37;1;0;12;17;427
;50092;Cambernon;69;2;0;117;23;86;37;64;24;0;0;17;18;459
;50093;Cametours;23;1;0;69;3;66;13;42;15;1;0;12;14;260
;50094;Camprond;26;1;0;85;9;45;19;37;16;0;0;10;10;259
;50095;Canisy;173;10;1;341;63;206;92;125;33;3;0;20;32;1099
;50096;Canteloup;16;0;0;38;3;35;14;24;5;0;0;4;7;147
;50098;Carantilly;31;0;0;114;24;86;20;53;20;1;0;14;15;378
;50099;Carentan-les-Marais;853;21;5;2002;264;1247;485;751;224;15;1;132;196;6196
;50101;Carneville;9;0;0;46;8;31;14;26;12;0;0;1;3;149
;50105;Catteville;7;0;0;17;0;15;2;15;1;0;0;2;1;61
;50106;Cavigny;16;1;0;49;6;27;11;18;10;0;0;3;2;144
;50108;Céaux;53;1;0;79;11;59;36;32;16;0;0;6;10;303
;50109;Cérences;108;8;1;298;34;233;114;175;56;1;0;34;62;1124
;50110;Cerisy-la-Forêt;62;2;0;163;23;122;46;76;24;1;1;17;18;555
;50111;Cerisy-la-Salle;71;4;0;163;22;114;55;80;29;2;0;17;33;590
;50112;La Chaise-Baudouin;19;0;0;81;4;65;21;46;14;0;0;15;12;276
;50115;Le Grippon;25;1;0;65;11;60;21;39;7;2;0;7;11;249
;50117;Champeaux;51;2;1;66;15;43;39;32;14;2;0;6;13;283
;50118;Champrepus;12;0;0;50;3;38;10;37;12;2;0;7;8;181
;50120;Chanteloup;25;1;0;66;6;41;24;33;10;2;0;3;13;225
;50121;La Chapelle-Cécelin;7;0;0;53;5;33;12;29;14;1;0;4;1;160
;50124;La Chapelle-Urée;9;0;0;27;5;25;9;14;7;0;1;3;10;111
;50126;Chavoy;10;0;0;23;2;28;3;5;1;1;0;1;2;77
;50129;Cherbourg-en-Cotentin;11042;207;67;11391;3578;7389;4634;4168;1116;172;15;480;1305;45563
;50130;Chérencé-le-Héron;27;0;0;74;10;63;24;29;10;0;0;6;9;252
;50135;Clitourps;16;1;0;51;6;22;8;16;8;0;0;0;3;133
;50137;La Colombe;37;0;0;130;17;91;35;60;23;1;1;9;25;429
;50138;Colomby;26;0;1;136;8;90;22;49;7;0;0;8;11;360
;50139;Condé-sur-Vire;371;9;4;1017;129;530;220;324;108;8;0;70;100;2890
;50142;Vicq-sur-Mer;101;1;0;195;32;134;49;86;30;0;1;13;37;678
;50143;Coudeville-sur-Mer;105;4;0;187;46;124;55;80;24;1;0;21;30;678
;50144;Coulouvray-Boisbenâtre;29;4;0;71;7;64;18;38;22;0;1;18;11;283
;50145;Courcy;40;3;0;90;15;74;31;36;14;2;0;9;21;335
;50146;Courtils;16;0;0;50;7;25;15;25;5;1;0;2;8;154
;50147;Coutances;993;42;4;1337;336;844;493;489;131;24;2;70;185;4950
;50148;Couvains;30;0;0;101;11;74;22;43;26;2;0;8;9;327
;50149;Couville;114;2;0;269;43;153;60;87;29;8;0;18;26;810
;50150;Crasville;14;1;0;43;6;34;9;19;10;1;0;2;6;146
;50151;Créances;165;5;0;390;56;261;98;174;51;0;0;33;54;1287
;50152;Les Cresnays;7;0;0;38;3;18;19;22;11;1;0;9;18;146
;50155;Crollon;21;0;0;57;8;34;17;23;12;0;0;5;6;183
;50156;Crosville-sur-Douve;5;0;0;10;3;8;6;2;1;0;0;1;3;39
;50158;Cuves;10;1;0;52;7;32;9;22;8;0;0;9;11;162
;50159;Dangy;29;5;1;95;16;80;39;61;23;0;0;15;18;382
;50161;Le Dézert;28;1;0;95;9;55;33;58;14;1;0;7;11;313
;50162;Digosville;223;3;1;356;77;192;94;107;38;4;0;14;32;1142
;50164;Domjean;81;2;1;223;17;112;41;84;29;0;0;13;18;621
;50165;Donville-les-Bains;479;13;5;539;182;305;231;195;49;7;1;30;96;2132
;50166;Doville;19;3;0;58;6;48;13;24;10;0;0;4;13;199
;50167;Dragey-Ronthon;189;7;0;300;53;221;96;146;49;5;0;27;65;1157
;50168;Ducey-Les Chéris;255;5;0;555;87;330;160;210;66;3;1;36;72;1781
;50169;Écausseville;3;0;0;20;2;19;5;11;3;0;0;0;1;64
;50172;Émondeville;17;0;0;66;7;59;18;33;7;0;0;9;6;221
;50174;Équilly;16;1;0;33;5;32;11;17;4;1;0;5;6;131
;50175;Éroudeville;14;0;0;43;2;38;11;20;3;0;0;2;7;141
;50176;L'Étang-Bertrand;27;1;0;58;5;45;9;33;8;0;0;6;16;208
;50177;Étienville;20;1;0;71;6;57;16;38;7;0;0;9;15;241
;50178;Fermanville;169;3;1;250;56;175;102;96;37;1;0;27;28;944
;50181;Feugères;18;0;0;69;5;48;19;27;5;4;0;4;15;215
;50182;La Feuillie;7;1;0;60;8;40;9;20;7;1;0;7;11;171
;50183;Fierville-les-Mines;27;2;0;48;14;48;14;24;13;0;0;4;4;200
;50184;Flamanville;152;3;1;330;56;206;76;135;39;4;0;14;29;1046
;50185;Fleury;57;0;0;254;21;159;58;92;37;2;0;14;20;715
;50186;Flottemanville;10;1;0;42;7;35;8;24;10;0;0;4;6;147
;50188;Folligny;72;3;0;152;40;136;59;110;33;1;0;15;18;638
;50190;Fontenay-sur-Mer;14;1;1;33;5;21;10;18;8;0;0;5;7;124
;50192;Fourneaux;3;0;0;28;4;13;5;11;1;0;0;1;5;71
;50193;Le Fresne-Poret;7;1;0;30;4;24;17;20;7;0;0;5;10;125
;50194;Fresville;16;1;0;63;4;52;23;44;8;0;0;8;9;228
;50195;Gathemo;18;0;0;42;6;37;13;21;17;0;0;3;2;159
;50196;Gatteville-le-Phare;61;0;0;107;26;60;32;48;12;1;0;6;8;362
;50197;Gavray-sur-Sienne;123;0;3;354;66;264;126;166;69;7;0;42;58;1278
;50198;Geffosses;24;2;0;75;10;49;28;42;18;2;0;14;17;281
;50200;Ger;55;2;0;137;20;116;41;87;41;2;0;23;23;547
;50205;La Godefroy;19;1;0;52;4;27;19;23;3;0;0;2;2;153
;50207;Golleville;7;0;0;29;4;23;8;20;4;0;0;1;3;99
;50208;Gonfreville;9;0;0;33;3;21;6;13;8;0;0;6;4;103
;50209;Gonneville-Le Theil;138;4;0;298;45;244;77;137;44;1;2;22;46;1058
;50210;Gorges;18;0;0;66;6;43;13;47;13;0;0;13;11;230
;50214;Gouvets;16;0;1;51;3;29;15;30;8;1;0;7;6;169
;50215;Gouville-sur-Mer;374;7;1;613;111;388;180;257;79;10;0;56;94;2170
;50216;Graignes-Mesnil-Angot;33;0;0;140;16;83;27;71;29;1;0;12;28;440
;50217;Le Grand-Celland;29;3;0;109;18;77;27;57;12;2;0;10;15;360
;50218;Granville;1883;42;11;1877;620;1142;832;661;200;30;2;93;282;7676
;50219;Gratot;51;4;0;165;21;83;24;45;23;3;0;12;22;452
;50222;Grosville;60;4;1;155;14;100;39;78;21;3;0;18;21;516
;50225;Le Guislain;5;0;0;24;1;17;7;9;7;0;0;3;3;77
;50227;Le Ham;17;0;0;43;5;47;12;30;13;0;0;5;8;181
;50228;Hambye;84;2;0;187;38;131;57;84;36;0;0;21;40;679
;50229;Hamelin;9;0;1;15;3;10;8;12;4;0;0;5;3;70
;50230;Hardinvast;94;5;0;203;36;118;71;66;17;3;0;14;27;654
;50231;Hauteville-sur-Mer;82;2;0;165;25;79;50;48;13;0;0;16;27;508
;50232;Hauteville-la-Guichard;24;1;0;84;7;48;24;44;17;3;0;3;11;267
;50233;Hautteville-Bocage;12;0;0;32;2;17;6;13;4;1;0;3;4;95
;50234;La Haye-Bellefond;3;0;0;10;2;7;0;3;4;0;0;0;1;30
;50235;La Haye-d'Ectot;24;0;1;61;6;35;15;27;9;1;0;5;6;190
;50236;La Haye;383;5;1;817;108;546;226;330;97;11;0;59;110;2694
;50237;La Haye-Pesnel;103;3;0;200;36;134;98;80;38;2;2;22;37;755
;50238;Héauville;24;0;0;63;9;30;15;35;13;2;0;8;14;213
;50239;Thèreval;146;4;1;352;49;267;88;148;66;5;0;30;38;1194
;50240;Helleville;41;3;0;111;11;73;20;54;16;2;0;4;9;344
;50241;Hémevez;7;0;0;28;3;21;13;21;3;0;0;1;8;105
;50243;Heugueville-sur-Sienne;42;1;0;85;19;45;24;48;13;2;1;7;15;302
;50246;Hiesville;3;0;0;19;3;12;2;8;4;0;0;2;4;57
;50247;Hocquigny;10;1;0;28;4;32;6;14;4;0;0;9;7;116
;50251;Huberville;16;1;1;70;11;53;13;31;16;1;1;8;7;230
;50252;Hudimesnil;70;5;0;155;35;105;45;70;25;2;0;16;28;556
;50253;Huisnes-sur-Mer;9;0;0;34;4;37;13;11;5;0;0;6;6;126
;50256;Isigny-le-Buat;187;8;1;743;86;431;169;290;119;5;1;70;102;2213
;50258;Joganville;7;0;0;20;6;14;2;9;2;0;0;0;3;63
;50259;Juilley;41;3;0;137;13;97;31;62;18;1;1;9;19;432
;50260;Juvigny les Vallées;99;1;3;304;51;235;92;162;58;2;1;30;66;1103
;50261;Lamberville;7;0;0;23;5;15;9;9;4;0;0;1;5;78
;50262;La Lande-d'Airou;27;0;0;110;9;77;22;54;13;1;0;11;20;344
;50263;Lapenty;20;1;0;61;4;50;19;50;14;1;0;5;20;246
;50265;Laulne;6;0;0;41;1;21;12;15;4;0;0;6;3;109
;50266;Lengronne;26;1;0;73;12;63;22;47;17;0;0;11;17;289
;50267;Lessay;202;3;1;617;85;292;131;181;62;4;0;27;49;1655
;50268;Lestre;9;0;1;49;5;31;13;18;10;1;0;2;11;150
;50269;Liesville-sur-Douve;11;0;0;50;4;28;7;18;7;0;0;2;5;132
;50270;Lieusaint;19;0;0;89;14;52;19;36;11;4;0;10;10;265
;50271;Lingeard;4;0;0;10;1;2;2;8;3;0;0;1;0;31
;50272;Lingreville;115;2;0;201;36;129;62;96;28;3;0;28;28;729
;50273;Montsenelle;77;1;0;243;18;184;67;119;49;0;0;25;38;820
;50274;Les Loges-Marchis;62;0;0;181;23;133;38;104;26;2;0;25;21;615
;50275;Les Loges-sur-Brécey;11;0;0;26;6;19;9;9;2;0;0;4;3;89
;50276;Lolif;43;2;1;112;18;70;38;47;12;1;0;14;18;376
;50277;Longueville;89;1;0;146;26;77;48;43;12;0;0;6;15;464
;50278;Le Loreur;12;0;0;45;12;30;16;25;6;0;0;6;10;163
;50279;Le Lorey;39;1;0;119;14;92;21;44;13;1;0;17;11;373
;50281;La Lucerne-d'Outremer;54;3;0;128;18;115;55;74;19;1;1;17;28;512
;50282;Le Luot;15;0;0;39;6;44;14;26;7;0;0;10;6;168
;50283;La Luzerne;7;0;0;16;4;12;6;0;1;0;0;1;2;49
;50285;Magneville;12;0;0;57;7;41;16;21;15;0;0;2;11;183
;50288;Marcey-les-Grèves;186;5;0;390;49;211;85;111;19;5;0;22;47;1131
;50289;Marchésieux;47;0;0;115;15;92;33;65;23;0;0;11;21;423
;50290;Marcilly;21;0;0;60;5;48;18;32;17;1;0;9;17;228
;50291;Margueray;3;0;0;14;3;13;8;20;6;0;0;3;6;77
;50292;Marigny-Le-Lozon;190;4;2;575;60;317;116;197;64;12;0;36;64;1638
